date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-06-01,ETH,14JUN19,270,C,0.077,105.14,1,268.71,ETH-14JUN19-270-C
2019-06-02,ETH,14JUN19,270,C,0.06,91.82,1,267.07,ETH-14JUN19-270-C
2019-06-04,ETH,14JUN19,270,C,0.028999999999999998,110.92,3,239.73,ETH-14JUN19-270-C
2019-06-05,ETH,14JUN19,270,C,0.022000000000000002,88.93,3,246.93,ETH-14JUN19-270-C
2019-06-06,ETH,14JUN19,270,C,0.02,86.5,3,249.48,ETH-14JUN19-270-C
2019-06-07,ETH,14JUN19,270,C,0.022000000000000002,86.49,4,253.31,ETH-14JUN19-270-C
2019-06-08,ETH,14JUN19,270,C,0.01,78.58,5,246.77,ETH-14JUN19-270-C
2019-06-09,ETH,14JUN19,270,C,0.002,90.69,3,228.09,ETH-14JUN19-270-C
2019-06-10,ETH,14JUN19,270,C,0.005,78.99,6,246.27,ETH-14JUN19-270-C
2019-06-11,ETH,14JUN19,270,C,0.004,96.31,2,243.36,ETH-14JUN19-270-C
2019-06-12,ETH,14JUN19,270,C,0.005,79.54,5,257.35,ETH-14JUN19-270-C
2019-06-13,ETH,14JUN19,270,C,0.002,100.48,10,259.76,ETH-14JUN19-270-C
