date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-04-09,ETH,28JUN19,220,P,0.261,72.84,14,176.73,ETH-28JUN19-220-P
2019-04-11,ETH,28JUN19,220,P,0.35200000000000004,69.83,1,164.32,ETH-28JUN19-220-P
2019-04-12,ETH,28JUN19,220,P,0.354,67.57,7,164.51,ETH-28JUN19-220-P
2019-04-13,ETH,28JUN19,220,P,0.369,65.3,5,162.84,ETH-28JUN19-220-P
2019-04-15,ETH,28JUN19,220,P,0.358,73.07,1,164.66,ETH-28JUN19-220-P
2019-04-24,ETH,28JUN19,220,P,0.3720000000000001,75.04,1,162.58,ETH-28JUN19-220-P
2019-04-30,ETH,28JUN19,220,P,0.428,67.99,1,154.35,ETH-28JUN19-220-P
2019-05-01,ETH,28JUN19,220,P,0.4,70.12,1,158.39,ETH-28JUN19-220-P
2019-05-07,ETH,28JUN19,220,P,0.301,75.03,1,171.57,ETH-28JUN19-220-P
2019-05-12,ETH,28JUN19,220,P,0.166,81.09,1,202.43,ETH-28JUN19-220-P
2019-05-13,ETH,28JUN19,220,P,0.171,93.58,1,204.7,ETH-28JUN19-220-P
2019-05-14,ETH,28JUN19,220,P,0.147,94.36,1,211.15,ETH-28JUN19-220-P
2019-05-15,ETH,28JUN19,220,P,0.073,92.09,12,243.65,ETH-28JUN19-220-P
2019-05-16,ETH,28JUN19,220,P,0.054000000000000006,100.69,6,262.58,ETH-28JUN19-220-P
2019-05-17,ETH,28JUN19,220,P,0.105,104.94,10,231.78,ETH-28JUN19-220-P
2019-05-18,ETH,28JUN19,220,P,0.094,99.77,3,235.42,ETH-28JUN19-220-P
2019-05-19,ETH,28JUN19,220,P,0.091,97.47,1,235.14,ETH-28JUN19-220-P
2019-05-20,ETH,28JUN19,220,P,0.07200000000000001,97.42,2,243.33,ETH-28JUN19-220-P
2019-05-21,ETH,28JUN19,220,P,0.052000000000000005,95.82,1,255.49,ETH-28JUN19-220-P
2019-05-22,ETH,28JUN19,220,P,0.056,97.47,7,253.27,ETH-28JUN19-220-P
2019-05-23,ETH,28JUN19,220,P,0.069,98.52,9,246.42,ETH-28JUN19-220-P
2019-05-24,ETH,28JUN19,220,P,0.057,98.24,4,252.89,ETH-28JUN19-220-P
2019-05-26,ETH,28JUN19,220,P,0.033,98.25,5,267.35,ETH-28JUN19-220-P
2019-05-27,ETH,28JUN19,220,P,0.036000000000000004,103.48,37,267.57,ETH-28JUN19-220-P
2019-05-30,ETH,28JUN19,220,P,0.052000000000000005,106.23,24,254.77,ETH-28JUN19-220-P
2019-06-01,ETH,28JUN19,220,P,0.024,85.84,12,262.7,ETH-28JUN19-220-P
2019-06-02,ETH,28JUN19,220,P,0.016,81.4,2,269.76,ETH-28JUN19-220-P
2019-06-03,ETH,28JUN19,220,P,0.031,94.57,8,258.95,ETH-28JUN19-220-P
2019-06-06,ETH,28JUN19,220,P,0.001,27.21,8,245.92,ETH-28JUN19-220-P
2019-06-07,ETH,28JUN19,220,P,0.023,80.43,3,253.03,ETH-28JUN19-220-P
2019-06-08,ETH,28JUN19,220,P,0.025,77.91,1,248.65,ETH-28JUN19-220-P
2019-06-09,ETH,28JUN19,220,P,0.047,74.2,3,229.59,ETH-28JUN19-220-P
2019-06-10,ETH,28JUN19,220,P,0.03,83.65,7,243.71,ETH-28JUN19-220-P
2019-06-12,ETH,28JUN19,220,P,0.016,83.23,3,256.08,ETH-28JUN19-220-P
2019-06-13,ETH,28JUN19,220,P,0.013000000000000001,79.35,5,255.8,ETH-28JUN19-220-P
2019-06-14,ETH,28JUN19,220,P,0.011000000000000001,78.99,2,257.34,ETH-28JUN19-220-P
2019-06-16,ETH,28JUN19,220,P,0.005,93.26,1,277.89,ETH-28JUN19-220-P
2019-06-17,ETH,28JUN19,220,P,0.004,90.72,2,274.0,ETH-28JUN19-220-P
2019-06-18,ETH,28JUN19,220,P,0.007,100.35,1,269.69,ETH-28JUN19-220-P
