date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-03-22,BTC,5APR19,4125,P,0.0535,40.42,1,3987.2,BTC-5APR19-4125-P
2019-03-27,BTC,5APR19,4125,P,0.043,41.33,3,4016.08,BTC-5APR19-4125-P
2019-03-29,BTC,5APR19,4125,P,0.025,39.8,14,4094.02,BTC-5APR19-4125-P
2019-03-30,BTC,5APR19,4125,P,0.0245,41.11,28,4090.12,BTC-5APR19-4125-P
2019-03-31,BTC,5APR19,4125,P,0.027000000000000003,50.44,6,4088.61,BTC-5APR19-4125-P
2019-04-01,BTC,5APR19,4125,P,0.0125,37.11,29,4139.96,BTC-5APR19-4125-P
2019-04-02,BTC,5APR19,4125,P,0.001,100.85,35,4803.19,BTC-5APR19-4125-P
2019-04-03,BTC,5APR19,4125,P,0.0005,161.64,6,5158.77,BTC-5APR19-4125-P
2019-04-04,BTC,5APR19,4125,P,0.001,195.2,2,5046.2,BTC-5APR19-4125-P
