contract,date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice
BTC-10MAY19-6250-C,2019-05-08,BTC,10MAY19,6250,C,0.0035,79.62,19,5931.35
BTC-10MAY19-6250-C,2019-05-09,BTC,10MAY19,6250,C,0.0035,73.68,41,6157.0
BTC-10MAY19-6250-C,2019-05-10,BTC,10MAY19,6250,C,0.009000000000000001,74.97,50,6285.85
BTC-22FEB19-3000-C,2019-02-15,BTC,22FEB19,3000,C,0.1655,88.9,1,3578.51
BTC-22FEB19-3000-C,2019-02-17,BTC,22FEB19,3000,C,0.156,0.0,1,3572.52
BTC-22FEB19-3000-C,2019-02-18,BTC,22FEB19,3000,C,0.193,148.74,2,3691.6
BTC-19APR19-5750-C,2019-04-06,BTC,19APR19,5750,C,0.0165,71.17,5,5170.82
BTC-19APR19-5750-C,2019-04-07,BTC,19APR19,5750,C,0.0185,75.96,4,5199.43
BTC-19APR19-5750-C,2019-04-08,BTC,19APR19,5750,C,0.0215,79.15,2,5269.69
BTC-19APR19-5750-C,2019-04-09,BTC,19APR19,5750,C,0.0165,79.02,1,5172.83
BTC-19APR19-5750-C,2019-04-10,BTC,19APR19,5750,C,0.015,60.24,1,5420.27
BTC-19APR19-5750-C,2019-04-11,BTC,19APR19,5750,C,0.006,71.1,9,5063.28
BTC-19APR19-5750-C,2019-04-12,BTC,19APR19,5750,C,0.003,62.7,12,5092.66
BTC-19APR19-5750-C,2019-04-13,BTC,19APR19,5750,C,0.0025,65.6,2,5087.32
BTC-19APR19-5750-C,2019-04-14,BTC,19APR19,5750,C,0.002,68.57,2,5106.25
BTC-19APR19-5750-C,2019-04-15,BTC,19APR19,5750,C,0.001,69.08,10,5075.79
BTC-19APR19-5750-C,2019-04-16,BTC,19APR19,5750,C,0.0005,72.89,4,5053.93
BTC-19APR19-5750-C,2019-04-17,BTC,19APR19,5750,C,0.001,87.38,3,5233.74
BTC-19APR19-5750-C,2019-04-18,BTC,19APR19,5750,C,0.0005,111.27,2,5271.09
BTC-28JUN19-6500-C,2019-04-19,BTC,28JUN19,6500,C,0.0295,56.68,2,5260.33
BTC-28JUN19-6500-C,2019-04-21,BTC,28JUN19,6500,C,0.0325,58.85,3,5297.06
BTC-28JUN19-6500-C,2019-04-22,BTC,28JUN19,6500,C,0.036000000000000004,58.89,1,5383.0
BTC-28JUN19-6500-C,2019-04-23,BTC,28JUN19,6500,C,0.047,60.89,6,5575.96
BTC-28JUN19-6500-C,2019-04-24,BTC,28JUN19,6500,C,0.046,60.96,1,5572.98
BTC-28JUN19-6500-C,2019-04-25,BTC,28JUN19,6500,C,0.0285,64.57,7,5107.1
BTC-28JUN19-6500-C,2019-04-26,BTC,28JUN19,6500,C,0.0225,59.58,10,5089.78
BTC-28JUN19-6500-C,2019-04-27,BTC,28JUN19,6500,C,0.027000000000000003,62.04,2,5164.46
BTC-28JUN19-6500-C,2019-04-29,BTC,28JUN19,6500,C,0.027000000000000003,63.69,2,5155.33
BTC-28JUN19-6500-C,2019-04-30,BTC,28JUN19,6500,C,0.026000000000000002,60.46,2,5260.85
BTC-28JUN19-6500-C,2019-05-01,BTC,28JUN19,6500,C,0.0265,60.05,2,5308.46
BTC-28JUN19-6500-C,2019-05-02,BTC,28JUN19,6500,C,0.03,61.87,2,5370.59
BTC-28JUN19-6500-C,2019-05-03,BTC,28JUN19,6500,C,0.046,62.03,5,5689.75
BTC-28JUN19-6500-C,2019-05-04,BTC,28JUN19,6500,C,0.045,58.68,7,5783.52
BTC-28JUN19-6500-C,2019-05-05,BTC,28JUN19,6500,C,0.0475,61.37,1,5754.18
BTC-28JUN19-6500-C,2019-05-06,BTC,28JUN19,6500,C,0.0455,62.07,2,5716.39
BTC-28JUN19-6500-C,2019-05-07,BTC,28JUN19,6500,C,0.0535,62.07,7,5872.62
BTC-28JUN19-6500-C,2019-05-08,BTC,28JUN19,6500,C,0.053,64.36,2,5876.94
BTC-28JUN19-6500-C,2019-05-09,BTC,28JUN19,6500,C,0.065,63.62,16,6149.71
BTC-28JUN19-6500-C,2019-05-10,BTC,28JUN19,6500,C,0.0795,65.98,20,6355.83
BTC-28JUN19-6500-C,2019-05-11,BTC,28JUN19,6500,C,0.171,79.14,31,7333.81
BTC-28JUN19-6500-C,2019-05-12,BTC,28JUN19,6500,C,0.1855,93.69,13,7321.62
BTC-22FEB19-3500-P,2019-02-14,BTC,22FEB19,3500,P,0.02,50.17,26,3564.67
BTC-22FEB19-3500-P,2019-02-15,BTC,22FEB19,3500,P,0.018000000000000002,49.58,41,3563.68
BTC-22FEB19-3500-P,2019-02-16,BTC,22FEB19,3500,P,0.0135,47.79,14,3578.95
BTC-22FEB19-3500-P,2019-02-17,BTC,22FEB19,3500,P,0.0075,50.12,21,3638.97
BTC-22FEB19-3500-P,2019-02-18,BTC,22FEB19,3500,P,0.0035,80.92,58,3866.08
BTC-22FEB19-3500-P,2019-02-19,BTC,22FEB19,3500,P,0.0005,69.99,44,3910.52
BTC-22FEB19-3500-P,2019-02-20,BTC,22FEB19,3500,P,0.001,92.51,4,3929.45
ETH-10MAY19-160-C,2019-04-26,ETH,10MAY19,160,C,0.03,64.8,1,152.29
ETH-10MAY19-160-C,2019-04-27,ETH,10MAY19,160,C,0.039,65.22,2,156.69
ETH-10MAY19-160-C,2019-04-28,ETH,10MAY19,160,C,0.034,70.3,2,154.06
ETH-10MAY19-160-C,2019-04-29,ETH,10MAY19,160,C,0.028,72.55,3,151.68
ETH-10MAY19-160-C,2019-04-30,ETH,10MAY19,160,C,0.034,73.99,2,154.45
ETH-10MAY19-160-C,2019-05-01,ETH,10MAY19,160,C,0.036000000000000004,69.9,6,157.76
ETH-10MAY19-160-C,2019-05-02,ETH,10MAY19,160,C,0.034,71.86,2,157.39
ETH-10MAY19-160-C,2019-05-03,ETH,10MAY19,160,C,0.06,75.11,5,165.93
ETH-10MAY19-160-C,2019-05-04,ETH,10MAY19,160,C,0.039,62.58,1,162.69
ETH-10MAY19-160-C,2019-05-06,ETH,10MAY19,160,C,0.081,93.61,30,172.23
ETH-10MAY19-160-C,2019-05-07,ETH,10MAY19,160,C,0.066,70.23,12,170.48
ETH-10MAY19-160-C,2019-05-09,ETH,10MAY19,160,C,0.049,122.19,2,167.84
ETH-10MAY19-160-C,2019-05-10,ETH,10MAY19,160,C,0.065,156.63,4,171.02
ETH-17MAY19-200-P,2019-05-06,ETH,17MAY19,200,P,0.15,73.36,1,175.47
ETH-17MAY19-200-P,2019-05-07,ETH,17MAY19,200,P,0.185,91.6,7,170.48
ETH-17MAY19-200-P,2019-05-11,ETH,17MAY19,200,P,0.027000000000000003,79.5,7,205.01
ETH-17MAY19-200-P,2019-05-12,ETH,17MAY19,200,P,0.073,88.38,1,190.49
BTC-15MAR19-4125-C,2019-03-01,BTC,15MAR19,4125,C,0.011000000000000001,48.98,7,3814.16
BTC-15MAR19-4125-C,2019-03-02,BTC,15MAR19,4125,C,0.0095,48.53,23,3808.15
BTC-15MAR19-4125-C,2019-03-03,BTC,15MAR19,4125,C,0.0095,50.41,6,3803.12
BTC-15MAR19-4125-C,2019-03-04,BTC,15MAR19,4125,C,0.0045,49.92,4,3708.78
BTC-15MAR19-4125-C,2019-03-05,BTC,15MAR19,4125,C,0.008,49.99,17,3830.42
BTC-15MAR19-4125-C,2019-03-06,BTC,15MAR19,4125,C,0.0085,50.45,18,3849.63
BTC-15MAR19-4125-C,2019-03-07,BTC,15MAR19,4125,C,0.0045,43.38,10,3858.29
BTC-15MAR19-4125-C,2019-03-08,BTC,15MAR19,4125,C,0.004,49.15,45,3821.98
BTC-15MAR19-4125-C,2019-03-09,BTC,15MAR19,4125,C,0.0035,43.05,13,3888.25
BTC-15MAR19-4125-C,2019-03-10,BTC,15MAR19,4125,C,0.0035,45.39,6,3905.94
BTC-15MAR19-4125-C,2019-03-11,BTC,15MAR19,4125,C,0.001,43.46,13,3847.57
BTC-15MAR19-4125-C,2019-03-12,BTC,15MAR19,4125,C,0.001,47.12,2,3865.87
BTC-15MAR19-4125-C,2019-03-13,BTC,15MAR19,4125,C,0.001,66.17,6,3857.71
BTC-15MAR19-4125-C,2019-03-14,BTC,15MAR19,4125,C,0.0005,88.54,6,3848.07
BTC-15MAR19-4125-C,2019-03-15,BTC,15MAR19,4125,C,0.0005,132.63,1,3863.63
BTC-26APR19-4500-P,2019-04-12,BTC,26APR19,4500,P,0.0075,59.2,8,5089.67
BTC-26APR19-4500-P,2019-04-13,BTC,26APR19,4500,P,0.0055,55.33,2,5091.54
BTC-26APR19-4500-P,2019-04-14,BTC,26APR19,4500,P,0.006999999999999999,60.37,1,5068.89
BTC-26APR19-4500-P,2019-04-15,BTC,26APR19,4500,P,0.0075,64.06,2,5054.72
BTC-26APR19-4500-P,2019-04-16,BTC,26APR19,4500,P,0.001,49.76,15,5213.54
BTC-26APR19-4500-P,2019-04-17,BTC,26APR19,4500,P,0.0015,58.11,2,5229.35
BTC-26APR19-4500-P,2019-04-18,BTC,26APR19,4500,P,0.001,60.95,4,5282.68
BTC-26APR19-4500-P,2019-04-19,BTC,26APR19,4500,P,0.0015,69.91,24,5284.79
BTC-26APR19-4500-P,2019-04-20,BTC,26APR19,4500,P,0.0015,77.1,2,5316.45
BTC-26APR19-4500-P,2019-04-21,BTC,26APR19,4500,P,0.001,76.94,6,5266.74
BTC-26APR19-4500-P,2019-04-22,BTC,26APR19,4500,P,0.001,89.13,7,5307.36
BTC-26APR19-4500-P,2019-04-23,BTC,26APR19,4500,P,0.0005,98.92,5,5473.42
BTC-26APR19-4500-P,2019-04-24,BTC,26APR19,4500,P,0.001,141.11,1,5484.22
BTC-26APR19-4500-P,2019-04-25,BTC,26APR19,4500,P,0.002,257.58,3,5133.7
BTC-26APR19-4500-P,2019-04-26,BTC,26APR19,4500,P,0.003,298.61,1,5105.04
BTC-15MAR19-3625-P,2019-03-01,BTC,15MAR19,3625,P,0.016,49.44,5,3832.81
BTC-15MAR19-3625-P,2019-03-02,BTC,15MAR19,3625,P,0.019,51.15,8,3798.64
BTC-15MAR19-3625-P,2019-03-03,BTC,15MAR19,3625,P,0.021,54.59,7,3775.61
BTC-15MAR19-3625-P,2019-03-04,BTC,15MAR19,3625,P,0.027000000000000003,53.43,17,3694.12
BTC-15MAR19-3625-P,2019-03-05,BTC,15MAR19,3625,P,0.0125,53.68,32,3843.6
BTC-15MAR19-3625-P,2019-03-06,BTC,15MAR19,3625,P,0.011000000000000001,53.49,21,3842.23
BTC-15MAR19-3625-P,2019-03-07,BTC,15MAR19,3625,P,0.0065,48.21,17,3865.13
BTC-15MAR19-3625-P,2019-03-08,BTC,15MAR19,3625,P,0.006,46.13,30,3828.58
BTC-15MAR19-3625-P,2019-03-09,BTC,15MAR19,3625,P,0.003,48.57,12,3903.68
BTC-15MAR19-3625-P,2019-03-10,BTC,15MAR19,3625,P,0.001,42.05,10,3903.4
BTC-15MAR19-3625-P,2019-03-11,BTC,15MAR19,3625,P,0.003,51.66,27,3846.03
BTC-15MAR19-3625-P,2019-03-12,BTC,15MAR19,3625,P,0.0005,40.46,15,3865.41
BTC-15MAR19-3625-P,2019-03-13,BTC,15MAR19,3625,P,0.0005,57.65,3,3852.54
BTC-15MAR19-3625-P,2019-03-14,BTC,15MAR19,3625,P,0.0005,78.87,3,3850.04
BTC-28JUN19-6000-C,2019-02-14,BTC,28JUN19,6000,C,0.014,59.35,2,3560.01
BTC-28JUN19-6000-C,2019-02-15,BTC,28JUN19,6000,C,0.0125,57.81,2,3567.89
BTC-28JUN19-6000-C,2019-02-17,BTC,28JUN19,6000,C,0.013,57.93,1,3585.43
BTC-28JUN19-6000-C,2019-02-18,BTC,28JUN19,6000,C,0.021,58.38,7,3867.98
BTC-28JUN19-6000-C,2019-02-19,BTC,28JUN19,6000,C,0.026,60.0,4,3956.26
BTC-28JUN19-6000-C,2019-02-20,BTC,28JUN19,6000,C,0.021,57.47,4,3924.21
BTC-28JUN19-6000-C,2019-02-21,BTC,28JUN19,6000,C,0.02,57.56,18,3891.12
BTC-28JUN19-6000-C,2019-02-22,BTC,28JUN19,6000,C,0.024,59.49,20,3937.65
BTC-28JUN19-6000-C,2019-02-23,BTC,28JUN19,6000,C,0.0285,59.26,4,4119.6
BTC-28JUN19-6000-C,2019-02-24,BTC,28JUN19,6000,C,0.021,62.85,9,3782.43
BTC-28JUN19-6000-C,2019-02-25,BTC,28JUN19,6000,C,0.02,61.45,6,3807.6
BTC-28JUN19-6000-C,2019-02-26,BTC,28JUN19,6000,C,0.0195,61.5,3,3795.51
BTC-28JUN19-6000-C,2019-02-27,BTC,28JUN19,6000,C,0.0185,60.58,2,3802.95
BTC-28JUN19-6000-C,2019-02-28,BTC,28JUN19,6000,C,0.019,60.98,4,3806.85
BTC-28JUN19-6000-C,2019-03-01,BTC,28JUN19,6000,C,0.018000000000000002,60.5,1,3801.62
