contract,date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice
BTC-27SEP19-5500-C,2019-05-03,BTC,27SEP19,5500,C,0.162,59.35,9,5700.68
BTC-27SEP19-5500-C,2019-05-04,BTC,27SEP19,5500,C,0.173,60.15,2,5811.76
BTC-27SEP19-5500-C,2019-05-05,BTC,27SEP19,5500,C,0.1655,59.92,8,5732.7
BTC-27SEP19-5500-C,2019-05-06,BTC,27SEP19,5500,C,0.16,61.1,7,5633.01
BTC-27SEP19-5500-C,2019-05-07,BTC,27SEP19,5500,C,0.183,61.88,1,5891.7
BTC-27SEP19-5500-C,2019-05-08,BTC,27SEP19,5500,C,0.188,64.7,1,5955.16
BTC-27SEP19-5500-C,2019-05-10,BTC,27SEP19,5500,C,0.2085,64.28,2,6255.99
BTC-27SEP19-5500-C,2019-05-11,BTC,27SEP19,5500,C,0.297,68.33,1,7247.17
BTC-27SEP19-5500-C,2019-05-12,BTC,27SEP19,5500,C,0.313,82.9,3,7141.19
BTC-28JUN19-4750-C,2019-04-01,BTC,28JUN19,4750,C,0.05,53.02,1,4141.48
BTC-28JUN19-4750-C,2019-04-02,BTC,28JUN19,4750,C,0.0995,50.96,1,4751.47
BTC-28JUN19-4750-C,2019-04-03,BTC,28JUN19,4750,C,0.1445,67.96,4,4894.26
BTC-28JUN19-4750-C,2019-04-06,BTC,28JUN19,4750,C,0.149,62.92,4,5060.06
BTC-28JUN19-4750-C,2019-04-08,BTC,28JUN19,4750,C,0.175,63.52,2,5288.65
BTC-28JUN19-4750-C,2019-04-09,BTC,28JUN19,4750,C,0.165,64.86,1,5212.09
BTC-28JUN19-4750-C,2019-04-11,BTC,28JUN19,4750,C,0.1425,63.03,17,5049.02
BTC-28JUN19-4750-C,2019-04-12,BTC,28JUN19,4750,C,0.142,59.69,7,5115.66
BTC-28JUN19-4750-C,2019-04-16,BTC,28JUN19,4750,C,0.1385,57.11,6,5127.06
BTC-28JUN19-4750-C,2019-04-17,BTC,28JUN19,4750,C,0.145,56.46,1,5194.98
BTC-28JUN19-4750-C,2019-04-25,BTC,28JUN19,4750,C,0.13699999999999998,62.77,6,5142.26
BTC-28JUN19-4750-C,2019-05-03,BTC,28JUN19,4750,C,0.165,57.98,4,5520.1
BTC-28JUN19-4750-C,2019-05-04,BTC,28JUN19,4750,C,0.197,64.86,1,5720.07
BTC-28JUN19-4750-C,2019-05-05,BTC,28JUN19,4750,C,0.1965,65.33,2,5705.41
BTC-26APR19-5250-P,2019-02-24,BTC,26APR19,5250,P,0.3915,49.56,1,3808.27
BTC-26APR19-5250-P,2019-03-13,BTC,26APR19,5250,P,0.0055,0.0,1,3857.15
BTC-26APR19-5250-P,2019-03-26,BTC,26APR19,5250,P,0.3545,73.11,1,3910.75
BTC-26APR19-5250-P,2019-04-02,BTC,26APR19,5250,P,0.11900000000000001,62.98,12,4827.55
BTC-26APR19-5250-P,2019-04-03,BTC,26APR19,5250,P,0.0755,82.51,20,5310.06
BTC-26APR19-5250-P,2019-04-05,BTC,26APR19,5250,P,0.0905,67.45,1,5024.31
BTC-26APR19-5250-P,2019-04-06,BTC,26APR19,5250,P,0.0815,62.96,4,5045.39
BTC-26APR19-5250-P,2019-04-07,BTC,26APR19,5250,P,0.071,71.27,4,5181.32
BTC-26APR19-5250-P,2019-04-08,BTC,26APR19,5250,P,0.0615,66.07,9,5213.73
BTC-26APR19-5250-P,2019-04-09,BTC,26APR19,5250,P,0.057999999999999996,64.02,4,5213.71
BTC-26APR19-5250-P,2019-04-10,BTC,26APR19,5250,P,0.048,62.22,34,5280.16
BTC-26APR19-5250-P,2019-04-11,BTC,26APR19,5250,P,0.0735,65.09,9,5063.27
BTC-26APR19-5250-P,2019-04-12,BTC,26APR19,5250,P,0.0635,59.18,2,5088.4
BTC-26APR19-5250-P,2019-04-13,BTC,26APR19,5250,P,0.059000000000000004,52.46,9,5073.21
BTC-26APR19-5250-P,2019-04-14,BTC,26APR19,5250,P,0.048,54.94,13,5163.36
BTC-26APR19-5250-P,2019-04-15,BTC,26APR19,5250,P,0.0665,54.45,12,5009.12
BTC-26APR19-5250-P,2019-04-16,BTC,26APR19,5250,P,0.037000000000000005,47.86,20,5191.04
BTC-26APR19-5250-P,2019-04-17,BTC,26APR19,5250,P,0.034,50.08,15,5217.22
BTC-26APR19-5250-P,2019-04-18,BTC,26APR19,5250,P,0.024,50.25,26,5299.11
BTC-26APR19-5250-P,2019-04-19,BTC,26APR19,5250,P,0.0215,45.98,31,5280.66
BTC-26APR19-5250-P,2019-04-20,BTC,26APR19,5250,P,0.0185,49.43,6,5319.33
BTC-26APR19-5250-P,2019-04-21,BTC,26APR19,5250,P,0.023,48.04,11,5233.75
BTC-26APR19-5250-P,2019-04-22,BTC,26APR19,5250,P,0.01,55.04,30,5396.93
BTC-26APR19-5250-P,2019-04-23,BTC,26APR19,5250,P,0.005,67.35,19,5525.27
BTC-26APR19-5250-P,2019-04-24,BTC,26APR19,5250,P,0.0025,54.45,17,5439.06
BTC-26APR19-5250-P,2019-04-25,BTC,26APR19,5250,P,0.0285,93.42,38,5122.78
BTC-26APR19-5250-P,2019-04-26,BTC,26APR19,5250,P,0.0155,95.09,17,5182.28
BTC-31MAY19-4750-C,2019-04-11,BTC,31MAY19,4750,C,0.13,64.54,1,5099.26
BTC-31MAY19-4750-C,2019-04-15,BTC,31MAY19,4750,C,0.1095,55.69,2,5051.27
BTC-31MAY19-4750-C,2019-04-16,BTC,31MAY19,4750,C,0.105,52.22,1,5053.64
BTC-31MAY19-4750-C,2019-04-17,BTC,31MAY19,4750,C,0.123,53.2,1,5211.45
BTC-31MAY19-4750-C,2019-04-18,BTC,31MAY19,4750,C,0.128,51.22,1,5279.14
BTC-31MAY19-4750-C,2019-04-24,BTC,31MAY19,4750,C,0.149,56.91,4,5442.68
BTC-31MAY19-4750-C,2019-04-25,BTC,31MAY19,4750,C,0.1075,63.01,4,5034.37
BTC-31MAY19-4750-C,2019-04-26,BTC,31MAY19,4750,C,0.1165,58.4,3,5165.68
BTC-31MAY19-4750-C,2019-04-30,BTC,31MAY19,4750,C,0.11900000000000001,54.05,24,5251.79
BTC-31MAY19-4750-C,2019-05-02,BTC,31MAY19,4750,C,0.138,55.11,1,5409.03
BTC-31MAY19-4750-C,2019-05-03,BTC,31MAY19,4750,C,0.1775,51.01,2,5737.6
BTC-31MAY19-4750-C,2019-05-08,BTC,31MAY19,4750,C,0.1945,49.62,5,5883.19
BTC-31MAY19-4750-C,2019-05-09,BTC,31MAY19,4750,C,0.2195,69.68,1,6045.24
BTC-31MAY19-4750-C,2019-05-10,BTC,31MAY19,4750,C,0.251,0.0,4,6373.88
ETH-12APR19-150-P,2019-03-30,ETH,12APR19,150,P,0.065,44.53,1,141.86
ETH-12APR19-150-P,2019-04-02,ETH,12APR19,150,P,0.025,76.91,22,158.2
ETH-12APR19-150-P,2019-04-03,ETH,12APR19,150,P,0.025,92.3,5,160.95
ETH-12APR19-150-P,2019-04-04,ETH,12APR19,150,P,0.033,104.97,18,158.81
ETH-12APR19-150-P,2019-04-05,ETH,12APR19,150,P,0.015,92.6,14,164.14
ETH-12APR19-150-P,2019-04-06,ETH,12APR19,150,P,0.013,101.28,9,165.9
ETH-12APR19-150-P,2019-04-07,ETH,12APR19,150,P,0.006,113.01,5,174.61
ETH-12APR19-150-P,2019-04-08,ETH,12APR19,150,P,0.005,135.99,4,180.01
ETH-12APR19-150-P,2019-04-09,ETH,12APR19,150,P,0.004,129.96,10,176.93
ETH-12APR19-150-P,2019-04-10,ETH,12APR19,150,P,0.001,136.24,1,181.19
ETH-12APR19-150-P,2019-04-11,ETH,12APR19,150,P,0.001,184.54,5,165.46
ETH-12APR19-150-P,2019-04-12,ETH,12APR19,150,P,0.001,155.92,3,160.15
BTC-19APR19-5875-C,2019-04-06,BTC,19APR19,5875,C,0.0125,72.13,3,5160.15
BTC-19APR19-5875-C,2019-04-07,BTC,19APR19,5875,C,0.0125,77.2,2,5133.42
BTC-19APR19-5875-C,2019-04-08,BTC,19APR19,5875,C,0.0155,81.59,3,5188.66
BTC-19APR19-5875-C,2019-04-09,BTC,19APR19,5875,C,0.0115,76.02,1,5195.73
BTC-19APR19-5875-C,2019-04-10,BTC,19APR19,5875,C,0.008,66.17,13,5286.65
BTC-19APR19-5875-C,2019-04-11,BTC,19APR19,5875,C,0.004,72.45,1,5052.7
BTC-19APR19-5875-C,2019-04-12,BTC,19APR19,5875,C,0.001,59.15,9,5074.09
BTC-19APR19-5875-C,2019-04-13,BTC,19APR19,5875,C,0.003,73.89,2,5073.01
BTC-19APR19-5875-C,2019-04-14,BTC,19APR19,5875,C,0.0015,73.64,2,5107.18
BTC-19APR19-5875-C,2019-04-17,BTC,19APR19,5875,C,0.0005,97.39,8,5209.47
BTC-19APR19-5875-C,2019-04-18,BTC,19APR19,5875,C,0.0005,107.96,1,5251.69
BTC-19APR19-5375-P,2019-04-06,BTC,19APR19,5375,P,0.106,83.86,6,5019.87
BTC-19APR19-5375-P,2019-04-09,BTC,19APR19,5375,P,0.061,66.9,1,5213.05
BTC-19APR19-5375-P,2019-04-10,BTC,19APR19,5375,P,0.031,58.78,6,5428.49
BTC-19APR19-5375-P,2019-04-12,BTC,19APR19,5375,P,0.069,57.86,2,5081.38
BTC-19APR19-5375-P,2019-04-13,BTC,19APR19,5375,P,0.06,48.2,10,5102.76
BTC-19APR19-5375-P,2019-04-14,BTC,19APR19,5375,P,0.0475,54.8,3,5181.52
BTC-19APR19-5375-P,2019-04-15,BTC,19APR19,5375,P,0.0775,56.08,1,4999.89
BTC-19APR19-5375-P,2019-04-16,BTC,19APR19,5375,P,0.0365,46.87,16,5210.31
BTC-19APR19-5375-P,2019-04-17,BTC,19APR19,5375,P,0.033,50.16,1,5220.32
BTC-19APR19-5375-P,2019-04-18,BTC,19APR19,5375,P,0.018000000000000002,61.23,2,5299.42
BTC-27SEP19-6000-C,2019-02-14,BTC,27SEP19,6000,C,0.0365,58.74,3,3572.62
BTC-27SEP19-6000-C,2019-02-15,BTC,27SEP19,6000,C,0.036000000000000004,58.43,1,3577.91
BTC-27SEP19-6000-C,2019-02-16,BTC,27SEP19,6000,C,0.0385,59.07,4,3597.77
BTC-27SEP19-6000-C,2019-02-18,BTC,27SEP19,6000,C,0.048,57.9,6,3869.58
BTC-27SEP19-6000-C,2019-02-19,BTC,27SEP19,6000,C,0.0555,59.64,4,3948.14
BTC-27SEP19-6000-C,2019-02-20,BTC,27SEP19,6000,C,0.0515,58.26,2,3927.89
BTC-27SEP19-6000-C,2019-02-21,BTC,27SEP19,6000,C,0.0485,57.75,1,3893.47
BTC-27SEP19-6000-C,2019-02-22,BTC,27SEP19,6000,C,0.0525,58.61,1,3937.84
BTC-27SEP19-6000-C,2019-02-23,BTC,27SEP19,6000,C,0.0585,60.29,9,4008.85
BTC-27SEP19-6000-C,2019-02-24,BTC,27SEP19,6000,C,0.045,60.45,4,3750.87
BTC-27SEP19-6000-C,2019-02-25,BTC,27SEP19,6000,C,0.05,60.74,5,3849.25
BTC-27SEP19-6000-C,2019-02-26,BTC,27SEP19,6000,C,0.0445,58.88,1,3818.8
BTC-27SEP19-6000-C,2019-02-27,BTC,27SEP19,6000,C,0.045,60.66,3,3746.11
BTC-27SEP19-6000-C,2019-02-28,BTC,27SEP19,6000,C,0.0445,59.21,3,3814.34
BTC-27SEP19-6000-C,2019-03-01,BTC,27SEP19,6000,C,0.044000000000000004,58.56,2,3840.42
BTC-27SEP19-6000-C,2019-03-03,BTC,27SEP19,6000,C,0.040999999999999995,58.61,3,3787.95
BTC-27SEP19-6000-C,2019-03-04,BTC,27SEP19,6000,C,0.037000000000000005,58.47,6,3701.77
BTC-27SEP19-6000-C,2019-03-05,BTC,27SEP19,6000,C,0.0445,59.24,7,3834.45
BTC-27SEP19-6000-C,2019-03-06,BTC,27SEP19,6000,C,0.0455,59.59,2,3840.25
BTC-27SEP19-6000-C,2019-03-07,BTC,27SEP19,6000,C,0.0405,57.01,4,3861.98
BTC-27SEP19-6000-C,2019-03-08,BTC,27SEP19,6000,C,0.042,57.34,3,3893.52
BTC-27SEP19-6000-C,2019-03-10,BTC,27SEP19,6000,C,0.0435,58.22,2,3906.03
BTC-27SEP19-6000-C,2019-03-12,BTC,27SEP19,6000,C,0.0415,58.51,4,3864.89
BTC-27SEP19-6000-C,2019-03-13,BTC,27SEP19,6000,C,0.041,58.65,1,3858.03
BTC-27SEP19-6000-C,2019-03-14,BTC,27SEP19,6000,C,0.0425,59.45,3,3855.02
BTC-27SEP19-6000-C,2019-03-15,BTC,27SEP19,6000,C,0.0395,57.22,8,3896.21
BTC-27SEP19-6000-C,2019-03-16,BTC,27SEP19,6000,C,0.043,58.66,1,3909.86
BTC-27SEP19-6000-C,2019-03-17,BTC,27SEP19,6000,C,0.044,58.16,2,3972.98
BTC-27SEP19-6000-C,2019-03-19,BTC,27SEP19,6000,C,0.039,55.9,1,3972.42
BTC-27SEP19-6000-C,2019-03-20,BTC,27SEP19,6000,C,0.042,56.96,3,4011.0
BTC-27SEP19-6000-C,2019-03-22,BTC,27SEP19,6000,C,0.0415,57.7,6,3983.88
BTC-27SEP19-6000-C,2019-03-23,BTC,27SEP19,6000,C,0.038,56.11,2,3981.69
BTC-27SEP19-6000-C,2019-03-24,BTC,27SEP19,6000,C,0.039,56.87,1,3967.65
BTC-27SEP19-6000-C,2019-03-25,BTC,27SEP19,6000,C,0.0365,55.58,5,3976.09
BTC-27SEP19-6000-C,2019-03-26,BTC,27SEP19,6000,C,0.0365,58.07,3,3905.03
BTC-27SEP19-6000-C,2019-03-27,BTC,27SEP19,6000,C,0.039,57.06,5,4010.44
BTC-27SEP19-6000-C,2019-03-29,BTC,27SEP19,6000,C,0.0405,56.27,8,4080.07
BTC-27SEP19-6000-C,2019-03-31,BTC,27SEP19,6000,C,0.043,57.61,7,4093.13
BTC-27SEP19-6000-C,2019-04-01,BTC,27SEP19,6000,C,0.043,57.35,5,4127.29
BTC-27SEP19-6000-C,2019-04-02,BTC,27SEP19,6000,C,0.0755,56.12,12,4788.82
BTC-27SEP19-6000-C,2019-04-03,BTC,27SEP19,6000,C,0.106,59.75,7,5131.24
BTC-27SEP19-6000-C,2019-04-04,BTC,27SEP19,6000,C,0.10099999999999999,63.26,3,4877.39
BTC-27SEP19-6000-C,2019-04-05,BTC,27SEP19,6000,C,0.11,63.86,1,5022.88
BTC-27SEP19-6000-C,2019-04-06,BTC,27SEP19,6000,C,0.113,64.1,2,5038.4
BTC-27SEP19-6000-C,2019-04-07,BTC,27SEP19,6000,C,0.1115,60.97,8,5139.77
BTC-27SEP19-6000-C,2019-04-08,BTC,27SEP19,6000,C,0.1245,64.42,4,5208.79
BTC-27SEP19-6000-C,2019-04-09,BTC,27SEP19,6000,C,0.1215,63.78,3,5205.31
BTC-27SEP19-6000-C,2019-04-10,BTC,27SEP19,6000,C,0.11699999999999999,60.39,10,5276.29
BTC-27SEP19-6000-C,2019-04-11,BTC,27SEP19,6000,C,0.099,60.81,5,5041.07
BTC-27SEP19-6000-C,2019-04-12,BTC,27SEP19,6000,C,0.096,59.89,6,5038.24
BTC-27SEP19-6000-C,2019-04-13,BTC,27SEP19,6000,C,0.095,59.81,1,5073.73
BTC-27SEP19-6000-C,2019-04-14,BTC,27SEP19,6000,C,0.1055,61.39,4,5173.29
BTC-27SEP19-6000-C,2019-04-15,BTC,27SEP19,6000,C,0.094,60.14,5,5002.2
BTC-27SEP19-6000-C,2019-04-16,BTC,27SEP19,6000,C,0.1065,60.9,4,5182.78
BTC-27SEP19-6000-C,2019-04-17,BTC,27SEP19,6000,C,0.1125,61.85,1,5238.5
BTC-27SEP19-6000-C,2019-04-18,BTC,27SEP19,6000,C,0.1125,61.61,8,5254.31
BTC-27SEP19-6000-C,2019-04-19,BTC,27SEP19,6000,C,0.114,61.52,5,5294.91
BTC-27SEP19-6000-C,2019-04-21,BTC,27SEP19,6000,C,0.1115,61.44,3,5287.1
BTC-27SEP19-6000-C,2019-04-22,BTC,27SEP19,6000,C,0.1215,62.55,3,5393.27
BTC-27SEP19-6000-C,2019-04-23,BTC,27SEP19,6000,C,0.123,60.45,7,5512.31
BTC-27SEP19-6000-C,2019-04-24,BTC,27SEP19,6000,C,0.117,60.86,5,5432.08
BTC-27SEP19-6000-C,2019-04-25,BTC,27SEP19,6000,C,0.087,58.84,4,5088.56
BTC-27SEP19-6000-C,2019-04-26,BTC,27SEP19,6000,C,0.091,59.88,8,5091.07
BTC-27SEP19-6000-C,2019-04-27,BTC,27SEP19,6000,C,0.1015,62.42,1,5172.43
BTC-27SEP19-6000-C,2019-04-28,BTC,27SEP19,6000,C,0.0955,60.47,2,5179.65
BTC-27SEP19-6000-C,2019-04-29,BTC,27SEP19,6000,C,0.092,60.86,4,5128.64
BTC-27SEP19-6000-C,2019-04-30,BTC,27SEP19,6000,C,0.0975,62.1,2,5160.63
BTC-27SEP19-6000-C,2019-05-01,BTC,27SEP19,6000,C,0.0975,60.16,1,5287.61
BTC-27SEP19-6000-C,2019-05-03,BTC,27SEP19,6000,C,0.1345,62.52,10,5706.42
BTC-27SEP19-6000-C,2019-05-04,BTC,27SEP19,6000,C,0.122,61.1,7,5592.15
BTC-27SEP19-6000-C,2019-05-05,BTC,27SEP19,6000,C,0.124,60.54,2,5635.17
BTC-27SEP19-6000-C,2019-05-06,BTC,27SEP19,6000,C,0.13,61.56,10,5683.93
BTC-27SEP19-6000-C,2019-05-07,BTC,27SEP19,6000,C,0.14400000000000002,62.47,9,5873.44
BTC-27SEP19-6000-C,2019-05-08,BTC,27SEP19,6000,C,0.147,63.64,1,5937.1
BTC-27SEP19-6000-C,2019-05-09,BTC,27SEP19,6000,C,0.1525,62.98,5,6059.28
BTC-27SEP19-6000-C,2019-05-10,BTC,27SEP19,6000,C,0.16899999999999998,63.94,10,6294.55
BTC-27SEP19-6000-C,2019-05-11,BTC,27SEP19,6000,C,0.281,81.55,13,7297.29
BTC-27SEP19-6000-C,2019-05-12,BTC,27SEP19,6000,C,0.285,87.92,7,7156.17
ETH-10MAY19-180-P,2019-05-03,ETH,10MAY19,180,P,0.09300000000000001,68.65,1,166.27
ETH-10MAY19-180-P,2019-05-05,ETH,10MAY19,180,P,0.122,85.89,1,161.33
ETH-10MAY19-180-P,2019-05-06,ETH,10MAY19,180,P,0.05,70.42,3,173.7
ETH-10MAY19-180-P,2019-05-07,ETH,10MAY19,180,P,0.091,116.03,14,166.67
ETH-10MAY19-180-P,2019-05-08,ETH,10MAY19,180,P,0.076,76.58,1,167.71
BTC-8MAR19-3250-C,2019-03-01,BTC,8MAR19,3250,C,0.155,99.8,3,3813.03
BTC-8MAR19-3250-C,2019-03-03,BTC,8MAR19,3250,C,0.136,0.0,2,3786.07
BTC-8MAR19-3250-C,2019-03-05,BTC,8MAR19,3250,C,0.163,156.1,1,3856.65
BTC-8MAR19-3250-C,2019-03-06,BTC,8MAR19,3250,C,0.161,214.52,2,3846.69
BTC-24MAY19-7500-C,2019-05-10,BTC,24MAY19,7500,C,0.006,66.62,4,6332.13
BTC-24MAY19-7500-C,2019-05-11,BTC,24MAY19,7500,C,0.0085,64.43,3,6531.89
BTC-24MAY19-7500-C,2019-05-12,BTC,24MAY19,7500,C,0.0675,102.75,4,7389.55
BTC-27DEC19-6500-C,2019-03-31,BTC,27DEC19,6500,C,0.061,59.28,1,4092.82
BTC-27DEC19-6500-C,2019-04-02,BTC,27DEC19,6500,C,0.102,61.27,5,4736.15
BTC-27DEC19-6500-C,2019-04-04,BTC,27DEC19,6500,C,0.129,64.33,1,5061.18
BTC-27DEC19-6500-C,2019-04-06,BTC,27DEC19,6500,C,0.136,66.57,1,5036.83
BTC-27DEC19-6500-C,2019-04-07,BTC,27DEC19,6500,C,0.14300000000000002,66.51,1,5133.39
BTC-27DEC19-6500-C,2019-04-08,BTC,27DEC19,6500,C,0.132,62.13,3,5208.85
BTC-27DEC19-6500-C,2019-04-10,BTC,27DEC19,6500,C,0.1425,64.21,2,5297.47
BTC-27DEC19-6500-C,2019-04-11,BTC,27DEC19,6500,C,0.1305,65.53,1,5064.91
BTC-27DEC19-6500-C,2019-04-13,BTC,27DEC19,6500,C,0.1175,62.5,3,5065.46
BTC-27DEC19-6500-C,2019-04-14,BTC,27DEC19,6500,C,0.115,62.53,6,5022.14
BTC-27DEC19-6500-C,2019-04-15,BTC,27DEC19,6500,C,0.1135,61.48,10,5017.92
BTC-27DEC19-6500-C,2019-04-16,BTC,27DEC19,6500,C,0.115,61.21,1,5072.82
BTC-27DEC19-6500-C,2019-04-20,BTC,27DEC19,6500,C,0.1365,63.61,1,5329.55
BTC-27DEC19-6500-C,2019-04-23,BTC,27DEC19,6500,C,0.1505,63.89,1,5561.95
BTC-27DEC19-6500-C,2019-04-24,BTC,27DEC19,6500,C,0.15,63.55,1,5594.57
BTC-27DEC19-6500-C,2019-04-26,BTC,27DEC19,6500,C,0.115,62.56,3,5094.14
BTC-27DEC19-6500-C,2019-04-28,BTC,27DEC19,6500,C,0.117,62.15,1,5179.69
BTC-27DEC19-6500-C,2019-04-29,BTC,27DEC19,6500,C,0.114,62.36,6,5144.28
BTC-27DEC19-6500-C,2019-05-03,BTC,27DEC19,6500,C,0.146,61.78,2,5719.52
BTC-27DEC19-6500-C,2019-05-04,BTC,27DEC19,6500,C,0.1455,64.2,1,5579.41
BTC-27DEC19-6500-C,2019-05-07,BTC,27DEC19,6500,C,0.1685,65.09,2,5904.64
BTC-27DEC19-6500-C,2019-05-08,BTC,27DEC19,6500,C,0.154,63.65,1,5801.22
BTC-27DEC19-6500-C,2019-05-09,BTC,27DEC19,6500,C,0.1655,64.09,3,6001.32
BTC-27DEC19-6500-C,2019-05-10,BTC,27DEC19,6500,C,0.18,64.2,2,6260.87
BTC-27DEC19-6500-C,2019-05-11,BTC,27DEC19,6500,C,0.2465,66.38,5,7152.54
BTC-27DEC19-6500-C,2019-05-12,BTC,27DEC19,6500,C,0.26,70.11,2,7257.83
BTC-27DEC19-1500-P,2019-03-27,BTC,27DEC19,1500,P,0.006,65.38,3,4010.81
BTC-27DEC19-1500-P,2019-03-29,BTC,27DEC19,1500,P,0.006999999999999999,67.81,3,4021.27
BTC-27DEC19-1500-P,2019-04-01,BTC,27DEC19,1500,P,0.005,65.57,3,4124.0
BTC-27DEC19-1500-P,2019-04-02,BTC,27DEC19,1500,P,0.005,74.61,2,4730.27
BTC-27DEC19-1500-P,2019-04-08,BTC,27DEC19,1500,P,0.006,85.94,2,5284.62
BTC-27DEC19-1500-P,2019-04-12,BTC,27DEC19,1500,P,0.002,69.11,1,5079.26
BTC-27DEC19-1500-P,2019-04-28,BTC,27DEC19,1500,P,0.005,82.8,1,5116.79
BTC-27DEC19-1500-P,2019-04-30,BTC,27DEC19,1500,P,0.0055,85.86,4,5229.98
BTC-27DEC19-1500-P,2019-05-01,BTC,27DEC19,1500,P,0.0045,83.44,19,5293.36
BTC-27DEC19-1500-P,2019-05-09,BTC,27DEC19,1500,P,0.004,91.21,1,5988.67
BTC-27DEC19-1500-P,2019-05-10,BTC,27DEC19,1500,P,0.001,76.63,1,6279.98
ETH-29MAR19-125-C,2019-03-25,ETH,29MAR19,125,C,0.07,73.17,1,133.48
ETH-29MAR19-125-C,2019-03-28,ETH,29MAR19,125,C,0.09,170.74,1,137.24
ETH-24MAY19-190-C,2019-05-10,ETH,24MAY19,190,C,0.029,78.47,1,174.93
ETH-24MAY19-190-C,2019-05-11,ETH,24MAY19,190,C,0.071,93.04,10,190.81
ETH-28JUN19-240-P,2019-04-08,ETH,28JUN19,240,P,0.34,74.27,5,179.38
ETH-28JUN19-240-P,2019-04-09,ETH,28JUN19,240,P,0.342,69.69,29,177.09
ETH-28JUN19-240-P,2019-04-12,ETH,28JUN19,240,P,0.456,64.53,1,164.54
ETH-28JUN19-240-P,2019-04-13,ETH,28JUN19,240,P,0.479,65.79,1,162.86
ETH-28JUN19-240-P,2019-04-14,ETH,28JUN19,240,P,0.43,71.55,1,169.03
ETH-28JUN19-240-P,2019-04-15,ETH,28JUN19,240,P,0.46399999999999997,74.59,2,164.66
ETH-28JUN19-240-P,2019-04-16,ETH,28JUN19,240,P,0.46799999999999997,75.73,2,164.16
ETH-28JUN19-240-P,2019-04-17,ETH,28JUN19,240,P,0.449,69.82,2,165.61
ETH-28JUN19-240-P,2019-04-24,ETH,28JUN19,240,P,0.446,77.01,1,166.71
ETH-28JUN19-240-P,2019-04-25,ETH,28JUN19,240,P,0.528,75.61,2,157.76
ETH-28JUN19-240-P,2019-04-29,ETH,28JUN19,240,P,0.573,76.23,1,152.28
ETH-28JUN19-240-P,2019-04-30,ETH,28JUN19,240,P,0.536,70.17,3,155.89
ETH-28JUN19-240-P,2019-05-02,ETH,28JUN19,240,P,0.5379999999999999,75.7,1,156.39
ETH-28JUN19-240-P,2019-05-04,ETH,28JUN19,240,P,0.475,62.81,1,162.01
ETH-28JUN19-240-P,2019-05-11,ETH,28JUN19,240,P,0.311,89.78,1,188.59
BTC-8MAR19-3625-P,2019-02-28,BTC,8MAR19,3625,P,0.0125,53.87,20,3796.96
BTC-8MAR19-3625-P,2019-03-01,BTC,8MAR19,3625,P,0.0075,48.11,34,3813.39
BTC-8MAR19-3625-P,2019-03-02,BTC,8MAR19,3625,P,0.0055,46.03,11,3810.2
BTC-8MAR19-3625-P,2019-03-03,BTC,8MAR19,3625,P,0.0065,46.28,14,3765.18
BTC-8MAR19-3625-P,2019-03-04,BTC,8MAR19,3625,P,0.012,53.75,74,3700.19
BTC-8MAR19-3625-P,2019-03-05,BTC,8MAR19,3625,P,0.002,52.99,46,3837.21
BTC-8MAR19-3625-P,2019-03-06,BTC,8MAR19,3625,P,0.0005,56.28,33,3851.45
BTC-8MAR19-3625-P,2019-03-07,BTC,8MAR19,3625,P,0.0005,94.09,10,3869.27
BTC-12APR19-4375-P,2019-03-30,BTC,12APR19,4375,P,0.08800000000000001,56.39,1,4086.47
BTC-12APR19-4375-P,2019-04-01,BTC,12APR19,4375,P,0.0695,46.55,2,4134.58
BTC-12APR19-4375-P,2019-04-02,BTC,12APR19,4375,P,0.006999999999999999,65.36,15,4900.17
BTC-12APR19-4375-P,2019-04-03,BTC,12APR19,4375,P,0.0165,93.07,8,4885.21
BTC-12APR19-4375-P,2019-04-04,BTC,12APR19,4375,P,0.0095,84.39,19,4931.88
BTC-12APR19-4375-P,2019-04-05,BTC,12APR19,4375,P,0.003,73.6,13,5034.12
BTC-12APR19-4375-P,2019-04-06,BTC,12APR19,4375,P,0.0045,88.1,5,5029.05
BTC-12APR19-4375-P,2019-04-07,BTC,12APR19,4375,P,0.001,77.2,1,5152.41
BTC-12APR19-4375-P,2019-04-08,BTC,12APR19,4375,P,0.002,108.14,5,5239.92
BTC-12APR19-4375-P,2019-04-09,BTC,12APR19,4375,P,0.001,111.89,6,5217.11
BTC-12APR19-4375-P,2019-04-10,BTC,12APR19,4375,P,0.0005,131.42,6,5275.09
ETH-26APR19-150-C,2019-04-12,ETH,26APR19,150,C,0.11199999999999999,77.02,1,164.7
ETH-26APR19-150-C,2019-04-14,ETH,26APR19,150,C,0.107,70.73,1,165.14
ETH-26APR19-150-C,2019-04-15,ETH,26APR19,150,C,0.10300000000000001,69.65,1,164.66
ETH-26APR19-150-C,2019-04-19,ETH,26APR19,150,C,0.14,86.27,2,173.29
ETH-26APR19-150-C,2019-04-20,ETH,26APR19,150,C,0.133,91.1,1,171.92
ETH-26APR19-150-C,2019-04-21,ETH,26APR19,150,C,0.12,87.3,3,169.44
ETH-26APR19-150-C,2019-04-22,ETH,26APR19,150,C,0.13,102.25,1,171.67
