date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-04-19,ETH,3MAY19,160,P,0.017,63.34,2,172.75,ETH-3MAY19-160-P
2019-04-20,ETH,3MAY19,160,P,0.012,62.87,2,176.02,ETH-3MAY19-160-P
2019-04-22,ETH,3MAY19,160,P,0.016,67.31,4,172.07,ETH-3MAY19-160-P
2019-04-23,ETH,3MAY19,160,P,0.016,65.58,4,170.3,ETH-3MAY19-160-P
2019-04-24,ETH,3MAY19,160,P,0.034,69.94,3,162.86,ETH-3MAY19-160-P
2019-04-25,ETH,3MAY19,160,P,0.094,62.79,10,147.49,ETH-3MAY19-160-P
2019-04-26,ETH,3MAY19,160,P,0.078,72.9,12,150.81,ETH-3MAY19-160-P
2019-04-27,ETH,3MAY19,160,P,0.044000000000000004,60.11,1,156.15,ETH-3MAY19-160-P
2019-04-28,ETH,3MAY19,160,P,0.051,72.69,2,155.38,ETH-3MAY19-160-P
2019-04-29,ETH,3MAY19,160,P,0.06,65.36,5,152.06,ETH-3MAY19-160-P
2019-04-30,ETH,3MAY19,160,P,0.021,58.86,4,159.41,ETH-3MAY19-160-P
2019-05-01,ETH,3MAY19,160,P,0.031,75.73,8,156.94,ETH-3MAY19-160-P
2019-05-02,ETH,3MAY19,160,P,0.021,93.81,3,158.54,ETH-3MAY19-160-P
2019-05-03,ETH,3MAY19,160,P,0.015,128.74,1,159.52,ETH-3MAY19-160-P
