date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-04-12,ETH,26APR19,170,C,0.041,71.74,5,164.56,ETH-26APR19-170-C
2019-04-13,ETH,26APR19,170,C,0.041,73.35,2,164.78,ETH-26APR19-170-C
2019-04-14,ETH,26APR19,170,C,0.043,70.11,2,167.63,ETH-26APR19-170-C
2019-04-15,ETH,26APR19,170,C,0.025,77.81,1,158.09,ETH-26APR19-170-C
2019-04-16,ETH,26APR19,170,C,0.034,69.71,1,165.94,ETH-26APR19-170-C
2019-04-18,ETH,26APR19,170,C,0.049,72.44,3,172.69,ETH-26APR19-170-C
2019-04-19,ETH,26APR19,170,C,0.045,63.99,8,173.69,ETH-26APR19-170-C
2019-04-20,ETH,26APR19,170,C,0.038,71.36,3,171.14,ETH-26APR19-170-C
2019-04-21,ETH,26APR19,170,C,0.026000000000000002,69.97,2,167.62,ETH-26APR19-170-C
2019-04-22,ETH,26APR19,170,C,0.025,62.33,4,170.08,ETH-26APR19-170-C
2019-04-23,ETH,26APR19,170,C,0.025,77.52,11,169.99,ETH-26APR19-170-C
2019-04-24,ETH,26APR19,170,C,0.01,81.1,6,164.79,ETH-26APR19-170-C
2019-04-25,ETH,26APR19,170,C,0.001,196.38,6,152.6,ETH-26APR19-170-C
