date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-04-10,BTC,31MAY19,5000,P,0.066,63.59,7,5297.64,BTC-31MAY19-5000-P
2019-04-11,BTC,31MAY19,5000,P,0.0825,59.75,3,5048.97,BTC-31MAY19-5000-P
2019-04-12,BTC,31MAY19,5000,P,0.0755,56.33,2,5059.45,BTC-31MAY19-5000-P
2019-04-13,BTC,31MAY19,5000,P,0.073,56.25,3,5077.62,BTC-31MAY19-5000-P
2019-04-14,BTC,31MAY19,5000,P,0.068,59.0,1,5158.76,BTC-31MAY19-5000-P
2019-04-15,BTC,31MAY19,5000,P,0.0655,56.95,3,5150.26,BTC-31MAY19-5000-P
2019-04-16,BTC,31MAY19,5000,P,0.057999999999999996,55.55,7,5200.2,BTC-31MAY19-5000-P
2019-04-17,BTC,31MAY19,5000,P,0.051,52.08,6,5219.14,BTC-31MAY19-5000-P
2019-04-18,BTC,31MAY19,5000,P,0.045,51.82,3,5282.49,BTC-31MAY19-5000-P
2019-04-19,BTC,31MAY19,5000,P,0.042,50.74,2,5297.94,BTC-31MAY19-5000-P
2019-04-20,BTC,31MAY19,5000,P,0.040999999999999995,50.42,1,5293.52,BTC-31MAY19-5000-P
2019-04-21,BTC,31MAY19,5000,P,0.0415,49.46,3,5260.82,BTC-31MAY19-5000-P
2019-04-22,BTC,31MAY19,5000,P,0.0375,49.42,7,5306.99,BTC-31MAY19-5000-P
2019-04-23,BTC,31MAY19,5000,P,0.03,58.71,14,5596.9,BTC-31MAY19-5000-P
2019-04-24,BTC,31MAY19,5000,P,0.0365,58.87,8,5466.05,BTC-31MAY19-5000-P
2019-04-25,BTC,31MAY19,5000,P,0.066,61.85,14,5106.02,BTC-31MAY19-5000-P
2019-04-26,BTC,31MAY19,5000,P,0.057,59.81,8,5166.49,BTC-31MAY19-5000-P
2019-04-27,BTC,31MAY19,5000,P,0.051,56.91,3,5186.81,BTC-31MAY19-5000-P
2019-04-28,BTC,31MAY19,5000,P,0.057999999999999996,60.76,1,5143.8,BTC-31MAY19-5000-P
2019-04-29,BTC,31MAY19,5000,P,0.061,63.26,3,5129.91,BTC-31MAY19-5000-P
2019-04-30,BTC,31MAY19,5000,P,0.047,62.42,19,5273.63,BTC-31MAY19-5000-P
2019-05-01,BTC,31MAY19,5000,P,0.039,58.26,6,5315.87,BTC-31MAY19-5000-P
2019-05-02,BTC,31MAY19,5000,P,0.0345,59.27,9,5381.4,BTC-31MAY19-5000-P
2019-05-03,BTC,31MAY19,5000,P,0.0195,59.76,36,5670.08,BTC-31MAY19-5000-P
2019-05-04,BTC,31MAY19,5000,P,0.0165,61.85,26,5773.3,BTC-31MAY19-5000-P
2019-05-05,BTC,31MAY19,5000,P,0.02,62.7,3,5683.14,BTC-31MAY19-5000-P
2019-05-06,BTC,31MAY19,5000,P,0.021,68.48,4,5731.37,BTC-31MAY19-5000-P
2019-05-07,BTC,31MAY19,5000,P,0.021,72.04,23,5765.37,BTC-31MAY19-5000-P
2019-05-08,BTC,31MAY19,5000,P,0.013999999999999999,67.88,4,5871.25,BTC-31MAY19-5000-P
2019-05-09,BTC,31MAY19,5000,P,0.0085,70.09,20,6132.58,BTC-31MAY19-5000-P
2019-05-10,BTC,31MAY19,5000,P,0.0095,83.46,10,6353.47,BTC-31MAY19-5000-P
2019-05-11,BTC,31MAY19,5000,P,0.009000000000000001,120.6,71,7306.8,BTC-31MAY19-5000-P
2019-05-12,BTC,31MAY19,5000,P,0.006,99.43,35,6932.8,BTC-31MAY19-5000-P
2019-05-13,BTC,31MAY19,5000,P,0.0035,119.44,20,7846.13,BTC-31MAY19-5000-P
2019-05-14,BTC,31MAY19,5000,P,0.0025,120.2,2,8039.49,BTC-31MAY19-5000-P
2019-05-16,BTC,31MAY19,5000,P,0.002,115.21,8,7738.94,BTC-31MAY19-5000-P
2019-05-17,BTC,31MAY19,5000,P,0.004,111.38,6,7068.01,BTC-31MAY19-5000-P
2019-05-18,BTC,31MAY19,5000,P,0.0035,118.23,2,7310.19,BTC-31MAY19-5000-P
2019-05-19,BTC,31MAY19,5000,P,0.0015,139.62,8,8240.27,BTC-31MAY19-5000-P
2019-05-20,BTC,31MAY19,5000,P,0.002,147.23,6,8074.77,BTC-31MAY19-5000-P
2019-05-21,BTC,31MAY19,5000,P,0.0015,142.74,1,7924.5,BTC-31MAY19-5000-P
