date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-03-30,BTC,12APR19,4500,P,0.115,62.28,1,4088.97,BTC-12APR19-4500-P
2019-04-02,BTC,12APR19,4500,P,0.0165,64.63,11,4799.72,BTC-12APR19-4500-P
2019-04-03,BTC,12APR19,4500,P,0.016,85.74,8,4962.98,BTC-12APR19-4500-P
2019-04-04,BTC,12APR19,4500,P,0.013999999999999999,81.19,12,4916.21,BTC-12APR19-4500-P
2019-04-05,BTC,12APR19,4500,P,0.006999999999999999,77.01,13,5019.4,BTC-12APR19-4500-P
2019-04-06,BTC,12APR19,4500,P,0.006999999999999999,84.97,7,5028.27,BTC-12APR19-4500-P
2019-04-07,BTC,12APR19,4500,P,0.002,80.99,2,5180.09,BTC-12APR19-4500-P
2019-04-08,BTC,12APR19,4500,P,0.003,92.45,4,5158.08,BTC-12APR19-4500-P
2019-04-09,BTC,12APR19,4500,P,0.001,98.63,3,5194.11,BTC-12APR19-4500-P
2019-04-10,BTC,12APR19,4500,P,0.0005,125.61,6,5287.43,BTC-12APR19-4500-P
2019-04-11,BTC,12APR19,4500,P,0.0005,134.71,6,5034.15,BTC-12APR19-4500-P
