date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-03-28,BTC,27DEC19,5500,C,0.087,56.96,1,4010.88,BTC-27DEC19-5500-C
2019-04-02,BTC,27DEC19,5500,C,0.1505,60.47,1,4738.91,BTC-27DEC19-5500-C
2019-04-03,BTC,27DEC19,5500,C,0.1865,62.67,1,5154.6,BTC-27DEC19-5500-C
2019-04-07,BTC,27DEC19,5500,C,0.183,61.3,1,5151.35,BTC-27DEC19-5500-C
2019-04-08,BTC,27DEC19,5500,C,0.19899999999999998,63.52,4,5243.39,BTC-27DEC19-5500-C
2019-04-10,BTC,27DEC19,5500,C,0.2065,64.12,4,5378.42,BTC-27DEC19-5500-C
2019-04-11,BTC,27DEC19,5500,C,0.179,64.17,4,5047.67,BTC-27DEC19-5500-C
2019-04-12,BTC,27DEC19,5500,C,0.1785,64.01,2,5025.54,BTC-27DEC19-5500-C
2019-04-15,BTC,27DEC19,5500,C,0.165,61.03,3,5023.22,BTC-27DEC19-5500-C
2019-04-21,BTC,27DEC19,5500,C,0.18,60.47,1,5267.31,BTC-27DEC19-5500-C
2019-04-22,BTC,27DEC19,5500,C,0.196,62.92,4,5375.26,BTC-27DEC19-5500-C
2019-04-25,BTC,27DEC19,5500,C,0.179,66.19,3,5084.05,BTC-27DEC19-5500-C
2019-04-28,BTC,27DEC19,5500,C,0.175,62.93,1,5184.31,BTC-27DEC19-5500-C
2019-04-29,BTC,27DEC19,5500,C,0.1645,61.08,4,5129.77,BTC-27DEC19-5500-C
2019-04-30,BTC,27DEC19,5500,C,0.171,62.87,1,5147.19,BTC-27DEC19-5500-C
2019-05-03,BTC,27DEC19,5500,C,0.215,63.16,3,5725.27,BTC-27DEC19-5500-C
2019-05-04,BTC,27DEC19,5500,C,0.21,61.0,3,5754.8,BTC-27DEC19-5500-C
2019-05-05,BTC,27DEC19,5500,C,0.2195,64.59,5,5732.37,BTC-27DEC19-5500-C
2019-05-06,BTC,27DEC19,5500,C,0.208,63.49,2,5629.03,BTC-27DEC19-5500-C
2019-05-07,BTC,27DEC19,5500,C,0.2145,61.56,1,5786.3,BTC-27DEC19-5500-C
2019-05-08,BTC,27DEC19,5500,C,0.22,63.3,1,5852.16,BTC-27DEC19-5500-C
2019-05-09,BTC,27DEC19,5500,C,0.227,59.19,2,6155.82,BTC-27DEC19-5500-C
2019-05-10,BTC,27DEC19,5500,C,0.237,59.59,1,6299.89,BTC-27DEC19-5500-C
2019-05-11,BTC,27DEC19,5500,C,0.297,68.59,7,6768.6,BTC-27DEC19-5500-C
2019-05-12,BTC,27DEC19,5500,C,0.282,59.72,5,6823.5,BTC-27DEC19-5500-C
2019-05-13,BTC,27DEC19,5500,C,0.436,93.97,3,8140.78,BTC-27DEC19-5500-C
2019-05-27,BTC,27DEC19,5500,C,0.4275,62.04,1,8829.95,BTC-27DEC19-5500-C
2019-05-28,BTC,27DEC19,5500,C,0.41600000000000004,59.39,1,8674.02,BTC-27DEC19-5500-C
2019-06-03,BTC,27DEC19,5500,C,0.445,90.05,1,8506.4,BTC-27DEC19-5500-C
2019-06-04,BTC,27DEC19,5500,C,0.401,92.11,1,7665.16,BTC-27DEC19-5500-C
2019-06-05,BTC,27DEC19,5500,C,0.401,89.81,1,7768.56,BTC-27DEC19-5500-C
2019-06-11,BTC,27DEC19,5500,C,0.368,72.52,2,7922.05,BTC-27DEC19-5500-C
2019-06-15,BTC,27DEC19,5500,C,0.42,75.93,1,8681.24,BTC-27DEC19-5500-C
