date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-03-15,BTC,29MAR19,4125,C,0.015,48.34,6,3894.52,BTC-29MAR19-4125-C
2019-03-16,BTC,29MAR19,4125,C,0.02,48.41,14,3974.92,BTC-29MAR19-4125-C
2019-03-17,BTC,29MAR19,4125,C,0.0155,45.11,9,3967.2,BTC-29MAR19-4125-C
2019-03-18,BTC,29MAR19,4125,C,0.0155,46.59,9,3963.71,BTC-29MAR19-4125-C
2019-03-19,BTC,29MAR19,4125,C,0.013000000000000001,41.08,14,3993.31,BTC-29MAR19-4125-C
2019-03-20,BTC,29MAR19,4125,C,0.0155,43.12,10,4029.83,BTC-29MAR19-4125-C
2019-03-21,BTC,29MAR19,4125,C,0.009000000000000001,41.04,53,3974.95,BTC-29MAR19-4125-C
2019-03-22,BTC,29MAR19,4125,C,0.008,40.88,75,3981.67,BTC-29MAR19-4125-C
2019-03-23,BTC,29MAR19,4125,C,0.0065,40.88,24,3976.08,BTC-29MAR19-4125-C
2019-03-24,BTC,29MAR19,4125,C,0.005,41.15,2,3963.42,BTC-29MAR19-4125-C
2019-03-25,BTC,29MAR19,4125,C,0.002,45.33,30,3904.72,BTC-29MAR19-4125-C
2019-03-26,BTC,29MAR19,4125,C,0.001,42.49,18,3912.85,BTC-29MAR19-4125-C
2019-03-27,BTC,29MAR19,4125,C,0.0015,40.52,48,4008.73,BTC-29MAR19-4125-C
2019-03-28,BTC,29MAR19,4125,C,0.0005,58.18,20,4010.77,BTC-29MAR19-4125-C
2019-03-29,BTC,29MAR19,4125,C,0.0005,64.71,5,4014.21,BTC-29MAR19-4125-C
