date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-03-23,BTC,5APR19,4500,C,0.0035,48.56,2,3978.04,BTC-5APR19-4500-C
2019-03-24,BTC,5APR19,4500,C,0.003,48.46,5,3969.96,BTC-5APR19-4500-C
2019-03-25,BTC,5APR19,4500,C,0.001,45.55,2,3905.92,BTC-5APR19-4500-C
2019-03-26,BTC,5APR19,4500,C,0.001,47.58,5,3909.73,BTC-5APR19-4500-C
2019-03-27,BTC,5APR19,4500,C,0.0015,46.31,4,4008.58,BTC-5APR19-4500-C
2019-03-28,BTC,5APR19,4500,C,0.0015,49.04,6,4010.32,BTC-5APR19-4500-C
2019-03-29,BTC,5APR19,4500,C,0.0025,48.48,14,4098.47,BTC-5APR19-4500-C
2019-03-30,BTC,5APR19,4500,C,0.0015,49.44,12,4091.42,BTC-5APR19-4500-C
2019-03-31,BTC,5APR19,4500,C,0.001,50.03,14,4095.72,BTC-5APR19-4500-C
2019-04-01,BTC,5APR19,4500,C,0.0005,45.26,15,4132.49,BTC-5APR19-4500-C
2019-04-02,BTC,5APR19,4500,C,0.09,75.47,142,4936.48,BTC-5APR19-4500-C
2019-04-03,BTC,5APR19,4500,C,0.0645,0.0,29,4855.4,BTC-5APR19-4500-C
2019-04-04,BTC,5APR19,4500,C,0.086,0.0,21,4927.56,BTC-5APR19-4500-C
2019-04-05,BTC,5APR19,4500,C,0.089,0.0,1,4943.59,BTC-5APR19-4500-C
