date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-04-26,BTC,3MAY19,5375,C,0.01,49.19,67,5145.0,BTC-3MAY19-5375-C
2019-04-27,BTC,3MAY19,5375,C,0.0115,48.29,20,5213.18,BTC-3MAY19-5375-C
2019-04-28,BTC,3MAY19,5375,C,0.009000000000000001,57.04,32,5135.4,BTC-3MAY19-5375-C
2019-04-29,BTC,3MAY19,5375,C,0.0065,56.04,9,5147.53,BTC-3MAY19-5375-C
2019-04-30,BTC,3MAY19,5375,C,0.008,50.62,18,5265.13,BTC-3MAY19-5375-C
2019-05-01,BTC,3MAY19,5375,C,0.0085,55.6,26,5311.93,BTC-3MAY19-5375-C
2019-05-02,BTC,3MAY19,5375,C,0.006999999999999999,33.56,49,5399.5,BTC-3MAY19-5375-C
2019-05-03,BTC,3MAY19,5375,C,0.0115,83.65,2,5393.03,BTC-3MAY19-5375-C
